id,name,light,number,address,activate,no_available,total_bases,dock_bikes,free_bases,reservations_count,geometry_type,geometry_coordinates
224,Puerta del Ángel,2,216,Plaza Puerta del Ángel nº 4,1,0,24,16,7,0,Point,"[-3.728318, 40.413764]"
225,Pedro Rico,2,217,Calle Pedro Rico nº 4,1,0,24,13,10,0,Point,"[-3.688463, 40.481086]"
226,Camino Vinateros,0,218,Calle Camino de los Vinateros nº 28,1,0,24,3,20,0,Point,"[-3.65779, 40.41053]"
227,Marroquina,2,219,Calle Camino de los Vinateros nº 108,1,0,24,10,13,0,Point,"[-3.646697, 40.408264]"
228,Plaza del Encuentro,2,220,Calle Arroyo de las Pilillas nº 6,1,0,24,12,11,0,Point,"[-3.65122, 40.40617]"
229,Pavones,2,221,Calle Hacienda de Pavones nº 342,1,0,24,8,14,0,Point,"[-3.634587, 40.400368]"
230,Antonio López,2,222,Calle Eugenio Caxes frente al nº 12,1,0,24,9,12,1,Point,"[-3.7026789, 40.3917871]"
231,Ermita Santo,2,223,Paseo de la Ermita del Santo nº 48,1,0,24,13,8,0,Point,"[-3.7244893989507686, 40.406837862773465]"
232,Caramuel,2,224,Calle Caramuel nº 51,1,0,24,14,9,0,Point,"[-3.728533714316331, 40.40913630273305]"
233,Doctor Lozano,2,225,Calle Sierra Toledana nº 33,1,0,24,9,13,0,Point,"[-3.660188083470652, 40.40248333540473]"
234,Sierra Toledana,2,226,Camino de Valderribas nº 94,1,0,24,10,14,0,Point,"[-3.6607768678037744, 40.39901531507069]"
235,San Delfín,1,228,Calle San Delfín nº 9,1,0,24,17,7,0,Point,"[-3.7080429728445563, 40.39440607959559]"
236,Concordia,0,227,Calle Arroyo del Olivar nº 6,1,0,24,6,16,0,Point,"[-3.6659362429356372, 40.39382977920336]"
237,C.D. Concepción,0,229,Calle Jose del Hierro nº 5,1,0,24,3,20,0,Point,"[-3.64835857929032, 40.43715089959262]"
238,Carlota O’Neill,0,230,Calle Carlota O'Neill nº 32,1,0,24,1,22,0,Point,"[-3.648958444298144, 40.44370542379883]"
239,Derechos Humanos,2,231,Calle Derechos Humanos nº 12,1,0,24,9,15,0,Point,"[-3.6557656204708775, 40.43965673033275]"
240,José María Pereda,2,232,Calle José María de Pereda nº 1,1,0,24,11,11,0,Point,"[-3.6485306152875148, 40.43272086245887]"
241,Marqués de Corbera 12,2,233,Avenida Marqués de Corbera nº 12,1,0,24,8,16,0,Point,"[-3.6555552857442697, 40.422962108947424]"
242,Marqués de Corbera 52,2,234,Avenida Marqués de Corbera nº 52,1,0,24,14,9,0,Point,"[-3.651034981803642, 40.426207143200884]"
243,Embajadores 191,0,235,Calle Sodio nº 1B,1,0,24,6,15,0,Point,"[-3.6903589643353483, 40.389258643579105]"
244,Paseo Imperial,2,236,Paseo Imperial nº 20,1,0,24,10,14,0,Point,"[-3.7172213778842007, 40.40765396169372]"
245,Pablo Iglesias,0,237,Calle Francisco Balseiro nº 1,1,0,24,3,15,0,Point,"[-3.710525, 40.451333]"
246,San Germán 5,2,238,Calle San Germán nº 5,1,0,24,12,11,0,Point,"[-3.6929376751795306, 40.45619382579544]"
247,Francos Rodríguez,0,239,Calle Francos Rodríguez nº 62,1,0,24,2,20,1,Point,"[-3.708002730875242, 40.45673408797698]"
248,Avenida Brasilia,2,240,Avenida de Brasilia frente al nº 9,1,0,24,13,10,0,Point,"[-3.66096, 40.43666]"
249,Camilo José Cela,0,241,Avenida de Camilo José Cela nº 23,1,0,24,4,20,0,Point,"[-3.66779, 40.4378]"
250,Avenida Bruselas,0,242,Avenida Bruselas nº 56,1,0,24,5,15,0,Point,"[-3.66301, 40.43865]"
251,Cartagena,2,243,Calle Cartagena nº 34,1,0,24,7,14,1,Point,"[-3.67012, 40.43503]"
252,Hospital Clínico,0,244,Calle Isaac Peral nº 44,1,0,24,6,18,0,Point,"[-3.71757, 40.44003]"
253,Galileo,0,245,Calle Galileo nº 63,1,0,24,6,15,0,Point,"[-3.71019, 40.4364]"
254,Santa Engracia 87,2,246,Calle Santa Engracia nº 87,1,0,24,13,10,0,Point,"[-3.69928, 40.43604]"
256,Torre Cepsa,2,248,Calle Sinesio Delgado nº 2,1,0,24,14,9,0,Point,"[-3.68797, 40.47435]"
257,Manuel Caldeiro,2,249,Paseo de la Castellana nº 298,1,0,24,16,7,0,Point,"[-3.68532, 40.47938]"
258,Serrano 113,2,250,Calle Serrano nº 113B,1,0,24,16,7,0,Point,"[-3.68609, 40.44106]"
259,Corazón de María,0,251,Calle Santa Hortensia nº 31,1,0,24,6,16,0,Point,"[-3.66683, 40.44421]"
260,Chamartín,2,252,Calle Rodríguez Jaén nº 40,1,0,24,7,15,0,Point,"[-3.68391, 40.4716]"
261,Doctor Fleming,2,253,Calle Doctor Fleming nº 7,1,0,21,11,9,0,Point,"[-3.68844, 40.45546]"
262,Pío XII,2,254,Avenida Pío XII nº 3,1,0,24,11,12,0,Point,"[-3.67712, 40.46041]"
263,López Pozas,2,255,Calle General López Pozas nº 2,1,0,24,7,15,0,Point,"[-3.68514, 40.46361]"
264,Reina Victoria,0,256,Calle Beatriz de Bobadilla frente al nº 2,1,0,24,1,21,0,Point,"[-3.71383, 40.44635]"
265,INEF,2,257,Avenida Juan de Herrera frente a la calle Paul Guinard,1,0,24,14,9,0,Point,"[-3.72997, 40.43896]"
266,Ciudad Universitaria 1,0,258,Avenida de la Complutense (Metro Ciudad Universitaria),1,0,24,0,24,0,Point,"[-3.72699, 40.44375]"
267,Ciudad Universitaria 2,2,259,Avenida de la Complutense (Metro Ciudad Universitaria),1,0,24,12,12,0,Point,"[-3.72693, 40.44342]"
268,Facultad Biología,2,260,Calle José Antonio Novais frente al nº 12,1,0,24,9,14,0,Point,"[-3.7272945, 40.4483322]"
269,Facultad Derecho,0,261,Avenida Complutense nº 23,1,0,24,5,18,0,Point,"[-3.72937, 40.45109]"
270,Zurbano,0,247,Calle Zurbano nº 90,1,0,24,6,15,0,Point,"[-3.69281, 40.43837]"
